# time(s),voltage(V),current(A),cycle_num,exp_num,voltage_applied(V)
5857856.230615,0.142244,0.000004753,0,0,0.148659
5860356.382655,0.144259,0.000004804,0,0,0.149060
5862856.534696,0.144473,0.000004796,0,0,0.149460
5865356.686736,0.145159,0.000002804,0,0,0.149860
5867856.838776,0.144747,0.000002745,0,0,0.150260
5870356.990817,0.144640,0.000004804,0,0,0.150660
5872857.142857,0.144487,0.000004777,0,0,0.151060
5875357.294898,0.147402,0.000001941,0,0,0.151461
5877857.446938,0.147204,-0.000001289,0,0,0.151861
5880357.598978,0.147081,0.000004803,0,0,0.152261
5882857.751019,0.147021,0.000004768,0,0,0.152661
5885357.903059,0.147158,0.000004008,0,0,0.153061
5887858.055099,0.147280,-0.000000759,0,0,0.153461
5890358.207140,0.149508,0.000004803,0,0,0.153862
5892858.359180,0.149767,0.000004772,0,0,0.154262
5895358.511221,0.150088,0.000004600,0,0,0.154662
5897858.663261,0.150561,-0.000000523,0,0,0.155062
5900358.815301,0.149615,0.000004803,0,0,0.155462
5902858.967342,0.149660,0.000004777,0,0,0.155862
5905359.119382,0.149310,0.000004802,0,0,0.156263
5907859.271422,0.152270,0.000003057,0,0,0.156663
5910359.423463,0.152224,0.000004800,0,0,0.157063
5912859.575503,0.152346,0.000004802,0,0,0.157463
5915359.727544,0.152071,0.000004800,0,0,0.157863
5917859.879584,0.152773,0.000002887,0,0,0.158263
5920360.031624,0.151995,0.000004744,0,0,0.158663
5922860.183665,0.154558,0.000004803,0,0,0.159064
5925360.335705,0.154726,0.000004791,0,0,0.159464
5927860.487746,0.154955,0.000002979,0,0,0.159864
5930360.639786,0.155444,0.000002826,0,0,0.160264
5932860.791826,0.154742,0.000004804,0,0,0.160664
5935360.943867,0.154619,0.000004775,0,0,0.161064
5937861.095907,0.157183,0.000002019,0,0,0.161465
5940361.247947,0.157381,-0.000001342,0,0,0.161865
5942861.399988,0.157336,0.000004803,0,0,0.162265
5945361.552028,0.156939,0.000004769,0,0,0.162665
5947861.704069,0.157381,0.000004118,0,0,0.163065
5950361.856109,0.157580,-0.000000227,0,0,0.163465
5952862.008149,0.159350,0.000004803,0,0,0.163866
5955362.160190,0.159685,0.000004769,0,0,0.164266
5957862.312230,0.159533,0.000004739,0,0,0.164666
5960362.464271,0.160387,0.000000799,0,0,0.165066
5962862.616311,0.159518,0.000004802,0,0,0.165466
5965362.768351,0.159365,0.000004778,0,0,0.165866
5967862.920392,0.161227,0.000004801,0,0,0.166267
5970363.072432,0.162234,0.000003182,0,0,0.166667
5972863.224472,0.161471,0.000004799,0,0,0.167067
5975363.376513,0.162005,0.000004802,0,0,0.167467
5977863.528553,0.161562,0.000004800,0,0,0.167867
5980363.680594,0.162142,0.000003040,0,0,0.168267
5982863.832634,0.163698,0.000004781,0,0,0.168667
5985363.984674,0.164538,0.000004803,0,0,0.169068
5987864.136715,0.164065,0.000004795,0,0,0.169468
5990364.288755,0.164553,0.000003111,0,0,0.169868
5992864.440795,0.164446,0.000002419,0,0,0.170268
5995364.592836,0.164172,0.000004803,0,0,0.170668
5997864.744876,0.166170,0.000004775,0,0,0.171068
6000364.896917,0.166933,0.000002161,0,0,0.171469
6002865.048957,0.167010,-0.000001476,0,0,0.171869
6005365.200997,0.166628,0.000004802,0,0,0.172269
6007865.353038,0.166933,0.000004770,0,0,0.172669
6010365.505078,0.166690,0.000004247,0,0,0.173069
6012865.657119,0.169100,-0.000000051,0,0,0.173469
6015365.809159,0.169222,0.000004803,0,0,0.173870
6017865.961199,0.169070,0.000004766,0,0,0.174270
6020366.113240,0.169146,0.000004800,0,0,0.174670
6022866.265280,0.169589,0.000002508,0,0,0.175070
6025366.417320,0.169039,0.000004802,0,0,0.175470
6027866.569361,0.171008,0.000004781,0,0,0.175870
6030366.721401,0.171389,0.000004801,0,0,0.176271
6032866.873442,0.171969,0.000003358,0,0,0.176671
6035367.025482,0.171816,0.000004800,0,0,0.177071
6037867.177522,0.171557,0.000004801,0,0,0.177471
6040367.329563,0.171359,0.000004799,0,0,0.177871
6042867.481603,0.173876,0.000003243,0,0,0.178271
6045367.633643,0.174029,0.000004715,0,0,0.178671
6047867.785684,0.174273,0.000004802,0,0,0.179072
6050367.937724,0.173647,0.000004793,0,0,0.179472
6052868.089765,0.174319,0.000003260,0,0,0.179872
6055368.241805,0.174380,0.000002563,0,0,0.180272
6057868.393845,0.174181,0.000004802,0,0,0.180672
6060368.545886,0.175997,0.000004773,0,0,0.181072
6062868.697926,0.177035,0.000002345,0,0,0.181473
6065368.849967,0.177218,-0.000001660,0,0,0.181873
6067869.002007,0.176730,0.000004802,0,0,0.182273
6070369.154047,0.176150,0.000004771,0,0,0.182673
6072869.306088,0.176470,0.000004270,0,0,0.183073
6075369.458128,0.179140,-0.000000226,0,0,0.183473
6077869.610168,0.179187,0.000004801,0,0,0.183874
6080369.762209,0.179064,0.000004763,0,0,0.184274
6082869.914249,0.178713,0.000004801,0,0,0.184674
6085370.066290,0.179202,0.000002763,0,0,0.185074
6087870.218330,0.179156,0.000004802,0,0,0.185474
6090370.370370,0.180773,0.000004782,0,0,0.185874
6092870.522411,0.180987,0.000004800,0,0,0.186275
6095370.674451,0.181521,0.000003516,0,0,0.186675
6097870.826492,0.181399,0.000004801,0,0,0.187075
6100370.978532,0.181369,0.000004801,0,0,0.187475
6102871.130572,0.181033,0.000004798,0,0,0.187875
6105371.282613,0.183474,0.000003392,0,0,0.188275
6107871.434653,0.183429,0.000004777,0,0,0.188675
6110371.586693,0.183643,0.000004802,0,0,0.189076
6112871.738734,0.183673,0.000004790,0,0,0.189476
6115371.890774,0.183550,0.000003409,0,0,0.189876
6117872.042815,0.183657,0.000002535,0,0,0.190276
6120372.194855,0.185580,0.000004802,0,0,0.190676
6122872.346895,0.185931,0.000004772,0,0,0.191076
6125372.498936,0.186190,0.000002447,0,0,0.191477
6127872.650976,0.186465,-0.000001635,0,0,0.191877
6130372.803016,0.185779,0.000004802,0,0,0.192277
6132872.955057,0.185732,0.000004772,0,0,0.192677
6135373.107097,0.188342,0.000004480,0,0,0.193077
6137873.259138,0.188998,-0.000000097,0,0,0.193477
6140373.411178,0.188632,0.000004802,0,0,0.193878
6142873.563218,0.188754,0.000004762,0,0,0.194278
6145373.715259,0.188464,0.000004802,0,0,0.194678
6147873.867299,0.188709,0.000003175,0,0,0.195078
6150374.019340,0.190264,0.000004801,0,0,0.195478
6152874.171380,0.190753,0.000004784,0,0,0.195878
6155374.323420,0.190814,0.000004799,0,0,0.196279
6157874.475461,0.191134,0.000003720,0,0,0.196679
6160374.627501,0.190722,0.000004800,0,0,0.197079
6162874.779541,0.191043,0.000004800,0,0,0.197479
6165374.931582,0.192828,0.000004797,0,0,0.197879
6167875.083622,0.193637,0.000003549,0,0,0.198279
6170375.235663,0.193103,0.000004760,0,0,0.198679
6172875.387703,0.193347,0.000004801,0,0,0.199080
6175375.539743,0.193621,0.000004789,0,0,0.199480
6177875.691784,0.193759,0.000003518,0,0,0.199880
6180375.843824,0.195682,0.000002340,0,0,0.200280
6182875.995865,0.196033,0.000004801,0,0,0.200680
6185376.147905,0.195788,0.000004770,0,0,0.201080
6187876.299945,0.196231,0.000002647,0,0,0.201481
6190376.451986,0.196475,-0.000001876,0,0,0.201881
6192876.604026,0.195727,0.000004801,0,0,0.202281
6195376.756066,0.195590,0.000004772,0,0,0.202681
6197876.908107,0.198215,0.000004579,0,0,0.203081
6200377.060147,0.198855,0.000000088,0,0,0.203481
6202877.212188,0.198474,0.000004801,0,0,0.203882
6205377.364228,0.198291,0.000004758,0,0,0.204282
6207877.516268,0.198077,0.000004801,0,0,0.204682
6210377.668309,0.198428,0.000003487,0,0,0.205082
6212877.820349,0.200015,0.000004800,0,0,0.205482
6215377.972389,0.200503,0.000004786,0,0,0.205882
6217878.124430,0.200412,0.000004799,0,0,0.206283
6220378.276470,0.200839,0.000003908,0,0,0.206683
6222878.428511,0.200260,0.000004799,0,0,0.207083
6225378.580551,0.200702,0.000004800,0,0,0.207483
6227878.732591,0.202380,0.000004796,0,0,0.207883
6230378.884632,0.203159,0.000003720,0,0,0.208283
6232879.036672,0.202792,0.000004786,0,0,0.208683
6235379.188713,0.202914,0.000004801,0,0,0.209084
6237879.340753,0.203052,0.000004789,0,0,0.209484
6240379.492793,0.203204,0.000003649,0,0,0.209884
6242879.644834,0.205463,0.000002535,0,0,0.210284
6245379.796874,0.205356,0.000004801,0,0,0.210684
6247879.948914,0.205219,0.000004770,0,0,0.211084
6250380.100955,0.205737,0.000002804,0,0,0.211485
6252880.252995,0.205936,-0.000002000,0,0,0.211885
6255380.405036,0.205463,0.000004800,0,0,0.212285
6257880.557076,0.207644,0.000004773,0,0,0.212685
6260380.709116,0.207980,0.000004759,0,0,0.213085
6262880.861157,0.208514,0.000000368,0,0,0.213485
6265381.013197,0.208178,0.000004801,0,0,0.213886
6267881.165237,0.208301,0.000004756,0,0,0.214286
6270381.317278,0.207858,0.000004800,0,0,0.214686
6272881.469318,0.210345,0.000003774,0,0,0.215086
6275381.621359,0.210345,0.000004800,0,0,0.215486
6277881.773399,0.210452,0.000004785,0,0,0.215886
6280381.925439,0.210315,0.000004798,0,0,0.216287
6282882.077480,0.210529,0.000004113,0,0,0.216687
6285382.229520,0.210223,0.000004800,0,0,0.217087
6287882.381561,0.212222,0.000004799,0,0,0.217487
6290382.533601,0.212528,0.000004796,0,0,0.217887
6292882.685641,0.213092,0.000003863,0,0,0.218287
6295382.837682,0.212863,0.000004797,0,0,0.218687
6297882.989722,0.212848,0.000004801,0,0,0.219088
6300383.141762,0.212543,0.000004787,0,0,0.219488
6302883.293803,0.214969,0.000003876,0,0,0.219888
6305383.445843,0.215609,0.000001948,0,0,0.220288
6307883.597884,0.215518,0.000004801,0,0,0.220688
6310383.749924,0.214908,0.000004769,0,0,0.221088
6312883.901964,0.215579,0.000002955,0,0,0.221489
6315384.054005,0.215625,-0.000002004,0,0,0.221889
6317884.206045,0.217547,0.000004800,0,0,0.222289
6320384.358086,0.217547,0.000004773,0,0,0.222689
6322884.510126,0.217654,0.000004804,0,0,0.223089
6325384.662166,0.218005,0.000000408,0,0,0.223489
6327884.814207,0.217990,0.000004801,0,0,0.223890
6330384.966247,0.217898,0.000004758,0,0,0.224290
6332885.118287,0.219257,0.000004800,0,0,0.224690
6335385.270328,0.220112,0.000003922,0,0,0.225090
6337885.422368,0.220126,0.000004800,0,0,0.225490
6340385.574409,0.220081,0.000004786,0,0,0.225890
6342885.726449,0.219760,0.000004798,0,0,0.226291
6345385.878489,0.220279,0.000004261,0,0,0.226691
6347886.030530,0.219760,0.000004799,0,0,0.227091
6350386.182570,0.222080,0.000004799,0,0,0.227491
6352886.334610,0.222110,0.000004796,0,0,0.227891
6355386.486651,0.222324,0.000004070,0,0,0.228291
6357886.638691,0.222308,0.000004790,0,0,0.228691
6360386.790732,0.222308,0.000004800,0,0,0.229092
6362886.942772,0.222324,0.000004786,0,0,0.229492
6365387.094812,0.224323,0.000004028,0,0,0.229892
6367887.246853,0.224826,0.000002220,0,0,0.230292
6370387.398893,0.224842,0.000004800,0,0,0.230692
6372887.550934,0.224735,0.000004769,0,0,0.231092
6375387.702974,0.224979,0.000003222,0,0,0.231493
6377887.855014,0.225437,-0.000001868,0,0,0.231893
6380388.007055,0.226932,0.000004800,0,0,0.232293
6382888.159095,0.227496,0.000004771,0,0,0.232693
6385388.311135,0.227420,0.000004803,0,0,0.233093
6387888.463176,0.227741,0.000000522,0,0,0.233493
6390388.615216,0.227558,0.000004800,0,0,0.233894
6392888.767257,0.227451,0.000004755,0,0,0.234294
6395388.919297,0.229069,0.000004799,0,0,0.234694
6397889.071337,0.230228,0.000004198,0,0,0.235094
6400389.223378,0.229999,0.000004799,0,0,0.235494
6402889.375418,0.229663,0.000004785,0,0,0.235894
6405389.527458,0.229434,0.000004796,0,0,0.236295
6407889.679499,0.229755,0.000004487,0,0,0.236695
6410389.831539,0.231387,0.000004798,0,0,0.237095
6412889.983580,0.232822,0.000004798,0,0,0.237495
6415390.135620,0.232105,0.000004795,0,0,0.237895
6417890.287660,0.232731,0.000004261,0,0,0.238295
6420390.439701,0.232181,0.000004798,0,0,0.238695
6422890.591741,0.232562,0.000004800,0,0,0.239096
6425390.743782,0.234394,0.000004784,0,0,0.239496
6427890.895822,0.235157,0.000004158,0,0,0.239896
6430391.047862,0.235127,0.000002412,0,0,0.240296
6432891.199903,0.234958,0.000004799,0,0,0.240696
6435391.351943,0.235020,0.000004767,0,0,0.241096
6437891.503983,0.235127,0.000003370,0,0,0.241497
6440391.656024,0.237705,-0.000002032,0,0,0.241897
6442891.808064,0.237430,0.000004799,0,0,0.242297
6445391.960105,0.237369,0.000004771,0,0,0.242697
6447892.112145,0.237644,0.000004802,0,0,0.243097
6450392.264185,0.238086,0.000000724,0,0,0.243497
6452892.416226,0.237430,0.000004799,0,0,0.243898
6455392.568266,0.239460,0.000004753,0,0,0.244298
6457892.720307,0.239857,0.000004798,0,0,0.244698
6460392.872347,0.240100,0.000004410,0,0,0.245098
6462893.024387,0.239704,0.000004799,0,0,0.245498
6465393.176428,0.240131,0.000004785,0,0,0.245898
6467893.328468,0.239536,0.000004796,0,0,0.246299
6470393.480508,0.241733,0.000004664,0,0,0.246699
6472893.632549,0.241642,0.000004798,0,0,0.247099
6475393.784589,0.242084,0.000004798,0,0,0.247499
6477893.936630,0.242054,0.000004794,0,0,0.247899
6480394.088670,0.242359,0.000004452,0,0,0.248299
6482894.240710,0.242268,0.000004798,0,0,0.248699
6485394.392751,0.244220,0.000004799,0,0,0.249100
6487894.544791,0.244510,0.000004782,0,0,0.249500
6490394.696831,0.244694,0.000004336,0,0,0.249900
6492894.848872,0.244876,0.000002182,0,0,0.250300
6495395.000912,0.244587,0.000004798,0,0,0.250700
6497895.152953,0.244327,0.000004766,0,0,0.251100
6500395.304993,0.244983,0.000003662,0,0,0.251501
6502895.457033,0.247043,-0.000002044,0,0,0.251901
6505395.609074,0.247196,0.000004798,0,0,0.252301
6507895.761114,0.246891,0.000004769,0,0,0.252701
6510395.913155,0.247211,0.000004802,0,0,0.253101
6512896.065195,0.247562,0.000000794,0,0,0.253501
6515396.217235,0.247043,0.000004798,0,0,0.253902
6517896.369276,0.249103,0.000004750,0,0,0.254302
6520396.521316,0.249150,0.000004797,0,0,0.254702
6522896.673356,0.249622,0.000004636,0,0,0.255102
6525396.825397,0.249424,0.000004797,0,0,0.255502
6527896.977437,0.249485,0.000004787,0,0,0.255902
6530397.129478,0.249363,0.000004795,0,0,0.256303
6532897.281518,0.251758,0.000004798,0,0,0.256703
6535397.433558,0.251804,0.000004797,0,0,0.257103
6537897.585599,0.252048,0.000004797,0,0,0.257503
6540397.737639,0.251942,0.000004793,0,0,0.257903
6542897.889679,0.252293,0.000004654,0,0,0.258303
6545398.041720,0.251591,0.000004798,0,0,0.258703
6547898.193760,0.254154,0.000004798,0,0,0.259104
6550398.345801,0.254551,0.000004781,0,0,0.259504
6552898.497841,0.254627,0.000004522,0,0,0.259904
6555398.649881,0.254703,0.000002632,0,0,0.260304
6557898.801922,0.254643,0.000004797,0,0,0.260704
6560398.953962,0.254612,0.000004765,0,0,0.261104
6562899.106003,0.256901,0.000003893,0,0,0.261505
6565399.258043,0.257404,-0.000002047,0,0,0.261905
6567899.410083,0.257313,0.000004798,0,0,0.262305
6570399.562124,0.256840,0.000004769,0,0,0.262705
6572899.714164,0.257252,0.000004802,0,0,0.263105
6575399.866204,0.257526,0.000000814,0,0,0.263505
6577900.018245,0.259159,0.000004797,0,0,0.263906
6580400.170285,0.259464,0.000004749,0,0,0.264306
6582900.322326,0.259327,0.000004797,0,0,0.264706
6585400.474366,0.259541,0.000004758,0,0,0.265106
6587900.626406,0.259251,0.000004797,0,0,0.265506
6590400.778447,0.259159,0.000004787,0,0,0.265906
6592900.930487,0.261143,0.000004795,0,0,0.266307
6595401.082528,0.261799,0.000004803,0,0,0.266707
6597901.234568,0.261371,0.000004797,0,0,0.267107
6600401.386608,0.261371,0.000004797,0,0,0.267507
6602901.538649,0.261264,0.000004792,0,0,0.267907
6605401.690689,0.261753,0.000004777,0,0,0.268307
6607901.842729,0.263493,0.000004795,0,0,0.268707
6610401.994770,0.264271,0.000004798,0,0,0.269108
6612902.146810,0.264194,0.000004781,0,0,0.269508
6615402.298851,0.264271,0.000004697,0,0,0.269908
6617902.450891,0.264897,0.000002409,0,0,0.270308
6620402.602931,0.264134,0.000004798,0,0,0.270708
6622902.754972,0.266316,0.000004764,0,0,0.271108
6625402.907012,0.267017,0.000004161,0,0,0.271509
6627903.059052,0.267231,-0.000001805,0,0,0.271909
6630403.211093,0.266880,0.000004797,0,0,0.272309
6632903.363133,0.266773,0.000004767,0,0,0.272709
6635403.515174,0.266941,0.000004801,0,0,0.273109
6637903.667214,0.269230,0.000000710,0,0,0.273509
6640403.819254,0.269124,0.000004797,0,0,0.273910
6642903.971295,0.269276,0.000004748,0,0,0.274310
6645404.123335,0.269031,0.000004796,0,0,0.274710
6647904.275376,0.269200,0.000004803,0,0,0.275110
6650404.427416,0.268925,0.000004796,0,0,0.275510
6652904.579456,0.269062,0.000004787,0,0,0.275910
6655404.731497,0.271000,0.000004793,0,0,0.276311
6657904.883537,0.271732,0.000004803,0,0,0.276711
6660405.035577,0.271443,0.000004796,0,0,0.277111
6662905.187618,0.271305,0.000004796,0,0,0.277511
6665405.339658,0.270924,0.000004791,0,0,0.277911
6667905.491699,0.271519,0.000004803,0,0,0.278311
6670405.643739,0.273640,0.000004796,0,0,0.278711
6672905.795779,0.274174,0.000004797,0,0,0.279112
6675405.947820,0.274113,0.000004778,0,0,0.279512
6677906.099860,0.273823,0.000004772,0,0,0.279912
6680406.251901,0.274128,0.000002602,0,0,0.280312
6682906.403941,0.273792,0.000004797,0,0,0.280712
6685406.555981,0.276097,0.000004762,0,0,0.281112
6687906.708022,0.276631,0.000004387,0,0,0.281513
6690406.860062,0.277165,-0.000001370,0,0,0.281913
6692907.012102,0.276402,0.000004796,0,0,0.282313
6695407.164143,0.276585,0.000004766,0,0,0.282713
6697907.316183,0.276661,0.000004801,0,0,0.283113
6700407.468224,0.278813,0.000000807,0,0,0.283513
6702907.620264,0.278904,0.000004797,0,0,0.283914
6705407.772304,0.278920,0.000004747,0,0,0.284314
6707907.924345,0.278782,0.000004796,0,0,0.284714
6710408.076385,0.279057,0.000004803,0,0,0.285114
6712908.228425,0.278858,0.000004796,0,0,0.285514
6715408.380466,0.280873,0.000004785,0,0,0.285914
6717908.532506,0.281071,0.000004792,0,0,0.286315
6720408.684547,0.281300,0.000004802,0,0,0.286715
6722908.836587,0.281163,0.000004795,0,0,0.287115
6725408.988627,0.281117,0.000004795,0,0,0.287515
6727909.140668,0.281102,0.000004791,0,0,0.287915
6730409.292708,0.283223,0.000004802,0,0,0.288315
6732909.444749,0.283543,0.000004797,0,0,0.288715
6735409.596789,0.283650,0.000004796,0,0,0.289116
6737909.748829,0.283879,0.000004778,0,0,0.289516
6740409.900870,0.283894,0.000004802,0,0,0.289916
6742910.052910,0.284046,0.000002533,0,0,0.290316
6745410.204950,0.285984,0.000004795,0,0,0.290716
6747910.356991,0.286137,0.000004761,0,0,0.291116
6750410.509031,0.286595,0.000004603,0,0,0.291517
6752910.661072,0.286839,-0.000001316,0,0,0.291917
6755410.813112,0.286504,0.000004796,0,0,0.292317
6757910.965152,0.286473,0.000004765,0,0,0.292717
6760411.117193,0.288685,0.000004800,0,0,0.293117
6762911.269233,0.289265,0.000000669,0,0,0.293517
6765411.421273,0.288700,0.000004796,0,0,0.293918
6767911.573314,0.288823,0.000004746,0,0,0.294318
6770411.725354,0.288365,0.000004795,0,0,0.294718
6772911.877395,0.288899,0.000004801,0,0,0.295118
6775412.029435,0.290760,0.000004795,0,0,0.295518
6777912.181475,0.290867,0.000004785,0,0,0.295918
6780412.333516,0.291020,0.000004792,0,0,0.296319
6782912.485556,0.291477,0.000004802,0,0,0.296719
6785412.637597,0.290913,0.000004795,0,0,0.297119
6787912.789637,0.290959,0.000004795,0,0,0.297519
6790412.941677,0.290944,0.000004790,0,0,0.297919
6792913.093718,0.293293,0.000004803,0,0,0.298319
6795413.245758,0.293141,0.000004757,0,0,0.298719
6797913.397798,0.293690,0.000004796,0,0,0.299120
6800413.549839,0.293416,0.000004777,0,0,0.299520
6802913.701879,0.293782,0.000004803,0,0,0.299920
6805413.853920,0.293766,0.000002118,0,0,0.300320
6807914.005960,0.296025,0.000004795,0,0,0.300720
6810414.158000,0.296131,0.000004759,0,0,0.301120
6812914.310041,0.296376,0.000004725,0,0,0.301521
6815414.462081,0.296925,-0.000001145,0,0,0.301921
6817914.614122,0.296513,0.000004795,0,0,0.302321
6820414.766162,0.296544,0.000004763,0,0,0.302721
6822914.918202,0.298162,0.000004799,0,0,0.303121
6825415.070243,0.299061,0.000000420,0,0,0.303521
6827915.222283,0.298634,0.000004794,0,0,0.303922
6830415.374323,0.298604,0.000004743,0,0,0.304322
6832915.526364,0.298512,0.000004794,0,0,0.304722
6835415.678404,0.298649,0.000004801,0,0,0.305122
6837915.830445,0.300221,0.000004794,0,0,0.305522
6840415.982485,0.300740,0.000004786,0,0,0.305922
6842916.134525,0.300572,0.000004791,0,0,0.306323
6845416.286566,0.301106,0.000004801,0,0,0.306723
6847916.438606,0.300938,0.000004794,0,0,0.307123
6850416.590646,0.301076,0.000004794,0,0,0.307523
6852916.742687,0.302907,0.000004788,0,0,0.307923
6855416.894727,0.303655,0.000004802,0,0,0.308323
6857917.046768,0.303212,0.000004795,0,0,0.308723
6860417.198808,0.303425,0.000004795,0,0,0.309124
6862917.350848,0.303364,0.000004773,0,0,0.309524
6865417.502889,0.303319,0.000004802,0,0,0.309924
6867917.654929,0.305928,0.000002290,0,0,0.310324
6870417.806970,0.305974,0.000004795,0,0,0.310724
6872917.959010,0.305714,0.000004758,0,0,0.311124
6875418.111050,0.305959,0.000004802,0,0,0.311525
6877918.263091,0.306584,-0.000000735,0,0,0.311925
6880418.415131,0.305836,0.000004795,0,0,0.312325
6882918.567171,0.308278,0.000004762,0,0,0.312725
6885418.719212,0.309056,0.000004799,0,0,0.313125
6887918.871252,0.309178,0.000000168,0,0,0.313525
6890419.023293,0.309208,0.000004794,0,0,0.313926
6892919.175333,0.308674,0.000004743,0,0,0.314326
6895419.327373,0.308674,0.000004794,0,0,0.314726
6897919.479414,0.311375,0.000004801,0,0,0.315126
6900419.631454,0.311955,0.000004794,0,0,0.315526
6902919.783494,0.311757,0.000004788,0,0,0.315926
6905419.935535,0.311879,0.000004790,0,0,0.316327
6907920.087575,0.311818,0.000004801,0,0,0.316727
6910420.239616,0.311864,0.000004794,0,0,0.317127
6912920.391656,0.313283,0.000004793,0,0,0.317527
6915420.543696,0.313497,0.000004788,0,0,0.317927
6917920.695737,0.313756,0.000004801,0,0,0.318327
6920420.847777,0.313283,0.000004797,0,0,0.318727
6922920.999818,0.313497,0.000004794,0,0,0.319128
6925421.151858,0.313344,0.000004773,0,0,0.319528
6927921.303898,0.315633,0.000004802,0,0,0.319928
6930421.455939,0.315984,0.000002178,0,0,0.320328
6932921.607979,0.315984,0.000004793,0,0,0.320728
6935421.760019,0.315800,0.000004757,0,0,0.321128
6937921.912060,0.315862,0.000004801,0,0,0.321529
6940422.064100,0.316198,-0.000000357,0,0,0.321929
6942922.216141,0.316105,0.000004794,0,0,0.322329
6945422.368181,0.317754,0.000004762,0,0,0.322729
6947922.520221,0.318288,0.000004798,0,0,0.323129
6950422.672262,0.318532,-0.000000030,0,0,0.323529
6952922.824302,0.318059,0.000004792,0,0,0.323930
6955422.976343,0.318059,0.000004741,0,0,0.324330
6957923.128383,0.317998,0.000004793,0,0,0.324730
6960423.280423,0.319845,0.000004800,0,0,0.325130
6962923.432464,0.320317,0.000004793,0,0,0.325530
6965423.584504,0.320790,0.000004787,0,0,0.325930
6967923.736544,0.320134,0.000004790,0,0,0.326331
6970423.888585,0.320531,0.000004800,0,0,0.326731
6972924.040625,0.320379,0.000004792,0,0,0.327131
6975424.192666,0.322423,0.000004792,0,0,0.327531
6977924.344706,0.322606,0.000004786,0,0,0.327931
6980424.496746,0.323278,0.000004801,0,0,0.328331
6982924.648787,0.322957,0.000004785,0,0,0.328731
6985424.800827,0.323109,0.000004794,0,0,0.329132
6987924.952867,0.322926,0.000004773,0,0,0.329532
6990425.104908,0.325307,0.000004802,0,0,0.329932
6992925.256948,0.325704,0.000002055,0,0,0.330332
6995425.408989,0.325612,0.000004792,0,0,0.330732
6997925.561029,0.325750,0.000004757,0,0,0.331132
7000425.713069,0.325490,0.000004800,0,0,0.331533
7002925.865110,0.325917,-0.000000045,0,0,0.331933
7005426.017150,0.327413,0.000004793,0,0,0.332333
7007926.169191,0.327718,0.000004762,0,0,0.332733
7010426.321231,0.328206,0.000004797,0,0,0.333133
7012926.473271,0.328145,-0.000000341,0,0,0.333533
7015426.625312,0.327886,0.000004791,0,0,0.333934
7017926.777352,0.327855,0.000004740,0,0,0.334334
7020426.929392,0.329915,0.000004792,0,0,0.334734
7022927.081433,0.330754,0.000004799,0,0,0.335134
7025427.233473,0.330175,0.000004792,0,0,0.335534
7027927.385514,0.330297,0.000004788,0,0,0.335934
7030427.537554,0.330266,0.000004789,0,0,0.336335
7032927.689594,0.330312,0.000004799,0,0,0.336735
7035427.841635,0.332204,0.000004792,0,0,0.337135
7037927.993675,0.332677,0.000004791,0,0,0.337535
7040428.145716,0.332586,0.000004786,0,0,0.337935
7042928.297756,0.332784,0.000004800,0,0,0.338335
7045428.449796,0.332677,0.000004794,0,0,0.338735
7047928.601837,0.332982,0.000004793,0,0,0.339136
7050428.753877,0.335012,0.000004770,0,0,0.339536
7052928.905917,0.335607,0.000004801,0,0,0.339936
7055429.057958,0.335775,0.000002201,0,0,0.340336
7057929.209998,0.335592,0.000004791,0,0,0.340736
7060429.362039,0.335225,0.000004756,0,0,0.341136
7062929.514079,0.335637,0.000004799,0,0,0.341537
7065429.666119,0.337850,0.000000248,0,0,0.341937
7067929.818160,0.337590,0.000004792,0,0,0.342337
7070429.970200,0.337621,0.000004763,0,0,0.342737
7072930.122240,0.337804,0.000004796,0,0,0.343137
7075430.274281,0.338109,-0.000000793,0,0,0.343537
7077930.426321,0.337667,0.000004791,0,0,0.343938
7080430.578362,0.339650,0.000004738,0,0,0.344338
7082930.730402,0.339788,0.000004791,0,0,0.344738
7085430.882442,0.339620,0.000004799,0,0,0.345138
7087931.034483,0.339666,0.000004792,0,0,0.345538
7090431.186523,0.340169,0.000004787,0,0,0.345938
7092931.338564,0.339406,0.000004788,0,0,0.346339
7095431.490604,0.340032,0.000004800,0,0,0.346739
7097931.642644,0.341924,0.000004792,0,0,0.347139
7100431.794685,0.342443,0.000004792,0,0,0.347539
7102931.946725,0.342244,0.000004786,0,0,0.347939
7105432.098765,0.342534,0.000004799,0,0,0.348339
7107932.250806,0.342519,0.000004793,0,0,0.348739
7110432.402846,0.342687,0.000004792,0,0,0.349140
7112932.554887,0.344564,0.000004770,0,0,0.349540
7115432.706927,0.345083,0.000004800,0,0,0.349940
7117932.858967,0.345235,0.000002309,0,0,0.350340
7120433.011008,0.345052,0.000004791,0,0,0.350740
7122933.163048,0.344854,0.000004756,0,0,0.351140
7125433.315088,0.344961,0.000004798,0,0,0.351541
7127933.467129,0.347463,0.000000796,0,0,0.351941
7130433.619169,0.347402,0.000004791,0,0,0.352341
7132933.771210,0.347265,0.000004762,0,0,0.352741
7135433.923250,0.347478,0.000004796,0,0,0.353141
7137934.075290,0.347997,-0.000000638,0,0,0.353541
7140434.227331,0.347478,0.000004790,0,0,0.353942
7142934.379371,0.349446,0.000004738,0,0,0.354342
7145434.531412,0.349904,0.000004790,0,0,0.354742
